Risk group,Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
All ages,Persons,Nepean Blue Mountains LHD,2015-2016,32.4,28.4,36.8
All ages,Persons,Nepean Blue Mountains LHD,2016-2017,32.4,28.4,36.7
All ages,Persons,Nepean Blue Mountains LHD,2017-2018,28.9,25.3,32.9
All ages,Persons,Nepean Blue Mountains LHD,2018-2019,25.2,21.9,29
All ages,Persons,Nepean Blue Mountains LHD,2019-2020,22.9,19.8,26.4
All ages,Persons,Nepean Blue Mountains LHD,2020-2021,20.8,17.9,24
All ages,Persons,Northern Sydney LHD,2011-2012,14,12.5,15.7
All ages,Persons,Northern Sydney LHD,2012-2013,13.3,11.9,14.9
All ages,Persons,Northern Sydney LHD,2013-2014,12.7,11.3,14.3
All ages,Persons,Northern Sydney LHD,2014-2015,12.9,11.5,14.5
All ages,Persons,Northern Sydney LHD,2015-2016,13.1,11.7,14.6
All ages,Persons,Northern Sydney LHD,2016-2017,12.9,11.5,14.4
All ages,Persons,Northern Sydney LHD,2017-2018,11.5,10.2,12.9
All ages,Persons,Northern Sydney LHD,2018-2019,10.5,9.3,11.8
All ages,Persons,Northern Sydney LHD,2019-2020,9.7,8.6,11
All ages,Persons,Northern Sydney LHD,2020-2021,9.4,8.3,10.7
All ages,Persons,Central Coast LHD,2011-2012,28.2,25,31.7
All ages,Persons,Central Coast LHD,2012-2013,31.6,28.2,35.4
All ages,Persons,Central Coast LHD,2013-2014,31.6,28.2,35.3
All ages,Persons,Central Coast LHD,2014-2015,33,29.6,36.7
All ages,Persons,Central Coast LHD,2015-2016,33.1,29.8,36.9
All ages,Persons,Central Coast LHD,2016-2017,35.5,32,39.3
All ages,Persons,Central Coast LHD,2017-2018,36.4,32.9,40.2
All ages,Persons,Central Coast LHD,2018-2019,35.4,32,39.1
All ages,Persons,Central Coast LHD,2019-2020,31.7,28.5,35.2
All ages,Persons,Central Coast LHD,2020-2021,28.3,25.3,31.6
All ages,Persons,Hunter New England LHD,2011-2012,25.4,23.5,27.5
All ages,Persons,Hunter New England LHD,2012-2013,27.4,25.3,29.5
All ages,Persons,Hunter New England LHD,2013-2014,28.6,26.6,30.8
All ages,Persons,Hunter New England LHD,2014-2015,28.8,26.7,30.9
All ages,Persons,Hunter New England LHD,2015-2016,29.2,27.2,31.4
All ages,Persons,Hunter New England LHD,2016-2017,31,28.9,33.2
All ages,Persons,Hunter New England LHD,2017-2018,29.4,27.4,31.5
All ages,Persons,Hunter New England LHD,2018-2019,28,26.1,30
All ages,Persons,Hunter New England LHD,2019-2020,26.8,25,28.8
All ages,Persons,Hunter New England LHD,2020-2021,25.2,23.4,27.1
All ages,Persons,Northern NSW LHD,2011-2012,25.6,22.4,29.1
All ages,Persons,Northern NSW LHD,2012-2013,23.6,20.6,26.9
All ages,Persons,Northern NSW LHD,2013-2014,22.1,19.3,25.3
All ages,Persons,Northern NSW LHD,2014-2015,23.2,20.3,26.5
All ages,Persons,Northern NSW LHD,2015-2016,25.4,22.4,28.7
All ages,Persons,Northern NSW LHD,2016-2017,25.5,22.6,28.8
All ages,Persons,Northern NSW LHD,2017-2018,25.9,22.9,29.2
All ages,Persons,Northern NSW LHD,2018-2019,26.7,23.7,30.1
All ages,Persons,Northern NSW LHD,2019-2020,26.7,23.7,30
All ages,Persons,Northern NSW LHD,2020-2021,23.2,20.5,26.3
All ages,Persons,Mid North Coast LHD,2011-2012,27.7,24,32
All ages,Persons,Mid North Coast LHD,2012-2013,28.6,24.8,32.9
All ages,Persons,Mid North Coast LHD,2013-2014,31,27.1,35.4
All ages,Persons,Mid North Coast LHD,2014-2015,28.2,24.6,32.4
All ages,Persons,Mid North Coast LHD,2015-2016,27.4,23.8,31.5
All ages,Persons,Mid North Coast LHD,2016-2017,29.9,26.3,34.1
All ages,Persons,Mid North Coast LHD,2017-2018,29.7,26.1,33.7
All ages,Persons,Mid North Coast LHD,2018-2019,31.9,28.2,36
All ages,Persons,Mid North Coast LHD,2019-2020,28.6,25.2,32.6
All ages,Persons,Mid North Coast LHD,2020-2021,24.9,21.6,28.6
All ages,Persons,Southern NSW LHD,2011-2012,28.1,23.7,33.1
All ages,Persons,Southern NSW LHD,2012-2013,27,22.8,31.8
All ages,Persons,Southern NSW LHD,2013-2014,28.8,24.6,33.7
All ages,Persons,Southern NSW LHD,2014-2015,32.9,28.4,38
All ages,Persons,Southern NSW LHD,2015-2016,30.7,26.4,35.6
All ages,Persons,Southern NSW LHD,2016-2017,31.2,26.9,36.1
All ages,Persons,Southern NSW LHD,2017-2018,34.5,30,39.5
All ages,Persons,Southern NSW LHD,2018-2019,33.3,29,38.2
All ages,Persons,Southern NSW LHD,2019-2020,29.1,25.1,33.6
All ages,Persons,Southern NSW LHD,2020-2021,27.1,23.3,31.4
All ages,Persons,Murrumbidgee LHD,2011-2012,26.5,22.7,30.7
All ages,Persons,Murrumbidgee LHD,2012-2013,26,22.3,30.1
All ages,Persons,Murrumbidgee LHD,2013-2014,27.6,23.8,31.8
All ages,Persons,Murrumbidgee LHD,2014-2015,31.9,27.9,36.4
All ages,Persons,Murrumbidgee LHD,2015-2016,33.4,29.3,37.9
All ages,Persons,Murrumbidgee LHD,2016-2017,29.6,25.8,33.8
All ages,Persons,Murrumbidgee LHD,2017-2018,28.7,25,32.9
All ages,Persons,Murrumbidgee LHD,2018-2019,32.5,28.5,36.9
All ages,Persons,Murrumbidgee LHD,2019-2020,31.2,27.4,35.5
All ages,Persons,Murrumbidgee LHD,2020-2021,29.1,25.4,33.1
All ages,Persons,Western NSW LHD,2011-2012,34.4,30.2,39.1
All ages,Persons,Western NSW LHD,2012-2013,34.9,30.7,39.5
All ages,Persons,Western NSW LHD,2013-2014,35.3,31.1,39.9
All ages,Persons,Western NSW LHD,2014-2015,38.5,34.2,43.3
All ages,Persons,Western NSW LHD,2015-2016,45.6,40.9,50.7
All ages,Persons,Western NSW LHD,2016-2017,51.3,46.3,56.7
All ages,Persons,Western NSW LHD,2017-2018,45.2,40.6,50.3
All ages,Persons,Western NSW LHD,2018-2019,37.9,33.7,42.4
All ages,Persons,Western NSW LHD,2019-2020,35.5,31.6,39.9
All ages,Persons,Western NSW LHD,2020-2021,34.1,30.2,38.4
All ages,Persons,Far West LHD,2011-2012,32.6,21.9,47.4
All ages,Persons,Far West LHD,2012-2013,47.1,34.1,64.1
All ages,Persons,Far West LHD,2013-2014,39.7,28,55.4
All ages,Persons,Far West LHD,2014-2015,39.8,28,55.6
All ages,Persons,Far West LHD,2015-2016,39.6,27.8,55.5
All ages,Persons,Far West LHD,2016-2017,31.9,21.1,47.2
All ages,Persons,Far West LHD,2017-2018,36.1,24.4,52.2
All ages,Persons,Far West LHD,2018-2019,38.2,26.4,54.1
All ages,Persons,Far West LHD,2019-2020,43.6,31.3,59.9
All ages,Persons,Far West LHD,2020-2021,38.9,27.6,54.2
All ages,Persons,All LHDs,2011-2012,22.7,22,23.4
All ages,Persons,All LHDs,2012-2013,23.4,22.7,24.1
All ages,Persons,All LHDs,2013-2014,24,23.3,24.7
All ages,Persons,All LHDs,2014-2015,24.4,23.7,25.1
All ages,Persons,All LHDs,2015-2016,24.9,24.2,25.6
All ages,Persons,All LHDs,2016-2017,25.8,25.1,26.6
All ages,Persons,All LHDs,2017-2018,24.3,23.6,25
All ages,Persons,All LHDs,2018-2019,23,22.3,23.6
All ages,Persons,All LHDs,2019-2020,21.9,21.3,22.6
All ages,Persons,All LHDs,2020-2021,20.4,19.8,21
