Disease type,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
Total,All LHDs,2010-2012,49.9,49.1,50.8
Total,All LHDs,2011-2013,48.6,47.8,49.4
Total,All LHDs,2012-2014,48.4,47.6,49.2
Total,All LHDs,2013-2015,46.8,46,47.6
Total,All LHDs,2014-2016,48.1,47.3,48.9
Total,All LHDs,2015-2017,50.2,49.4,51
Total,All LHDs,2016-2018,49.2,48.5,50
Total,All LHDs,2017-2019,49,48.2,49.7
Total,All LHDs,2018-2020,43.5,42.8,44.2
Total,All LHDs,2019-2021,41.5,40.8,42.2
