disease type,sex,lhd,financial year,"rate per 100,000 population"
Asthma,Males,Murrumbidgee,2001/2002,228.8
Asthma,Males,Murrumbidgee,2002/2003,187.4
Asthma,Males,Murrumbidgee,2003/2004,199.2
Asthma,Males,Murrumbidgee,2004/2005,219
Asthma,Males,Murrumbidgee,2005/2006,247.2
Asthma,Males,Murrumbidgee,2006/2007,185.1
Asthma,Males,Murrumbidgee,2007/2008,195.3
Asthma,Males,Murrumbidgee,2008/2009,210.7
Asthma,Males,Murrumbidgee,2009/2010,189.4
Asthma,Males,Murrumbidgee,2010/2011,216.4
Asthma,Males,Murrumbidgee,2011/2012,238.7
Asthma,Males,Murrumbidgee,2012/2013,214.8
Asthma,Males,Murrumbidgee,2013/2014,218.7
Asthma,Males,Murrumbidgee,2014/2015,189.1
Asthma,Males,Murrumbidgee,2015/2016,177.4
Asthma,Males,Murrumbidgee,2016/2017,198.5
Asthma,Males,Murrumbidgee,2017/2018,163.7
Asthma,Males,Murrumbidgee,2018/2019,155.8
Asthma,Males,Murrumbidgee,2019/2020,110.5
Asthma,Males,Murrumbidgee,2020/2021,93.6
Asthma,Males,Murrumbidgee,2021/2022,103.4
Asthma,Males,Western NSW,2001/2002,260.5
Asthma,Males,Western NSW,2002/2003,228.8
Asthma,Males,Western NSW,2003/2004,229.8
Asthma,Males,Western NSW,2004/2005,204.4
Asthma,Males,Western NSW,2005/2006,229.2
Asthma,Males,Western NSW,2006/2007,164.9
Asthma,Males,Western NSW,2007/2008,186.7
Asthma,Males,Western NSW,2008/2009,178.6
Asthma,Males,Western NSW,2009/2010,159.4
Asthma,Males,Western NSW,2010/2011,160.8
Asthma,Males,Western NSW,2011/2012,146.5
Asthma,Males,Western NSW,2012/2013,137.2
Asthma,Males,Western NSW,2013/2014,97.3
Asthma,Males,Western NSW,2014/2015,116.5
Asthma,Males,Western NSW,2015/2016,121.7
Asthma,Males,Western NSW,2016/2017,137.6
Asthma,Males,Western NSW,2017/2018,116.2
Asthma,Males,Western NSW,2018/2019,105.5
Asthma,Males,Western NSW,2019/2020,101.6
Asthma,Males,Western NSW,2020/2021,95.3
Asthma,Males,Western NSW,2021/2022,82.3
Asthma,Males,Far West,2001/2002,321.1
Asthma,Males,Far West,2002/2003,188.7
Asthma,Males,Far West,2003/2004,221.4
Asthma,Males,Far West,2004/2005,125.9
Asthma,Males,Far West,2005/2006,206.1
Asthma,Males,Far West,2006/2007,248.7
Asthma,Males,Far West,2007/2008,184.4
Asthma,Males,Far West,2008/2009,186.3
Asthma,Males,Far West,2009/2010,234.8
Asthma,Males,Far West,2010/2011,178.1
Asthma,Males,Far West,2011/2012,196.2
Asthma,Males,Far West,2012/2013,211.7
Asthma,Males,Far West,2013/2014,190.4
Asthma,Males,Far West,2014/2015,224.7
Asthma,Males,Far West,2015/2016,201.5
Asthma,Males,Far West,2016/2017,175.6
Asthma,Males,Far West,2017/2018,115.4
Asthma,Males,Far West,2018/2019,149.4
Asthma,Males,Far West,2019/2020,186.5
Asthma,Males,Far West,2020/2021,81.5
Asthma,Males,Far West,2021/2022,36.6
Asthma,Females,Sydney,2001/2002,148.8
Asthma,Females,Sydney,2002/2003,146.6
Asthma,Females,Sydney,2003/2004,134.5
Asthma,Females,Sydney,2004/2005,134.2
Asthma,Females,Sydney,2005/2006,125.7
Asthma,Females,Sydney,2006/2007,153.6
Asthma,Females,Sydney,2007/2008,141
Asthma,Females,Sydney,2008/2009,140.7
Asthma,Females,Sydney,2009/2010,131.9
Asthma,Females,Sydney,2010/2011,115.5
Asthma,Females,Sydney,2011/2012,148.6
Asthma,Females,Sydney,2012/2013,111.5
Asthma,Females,Sydney,2013/2014,122
Asthma,Females,Sydney,2014/2015,127.3
Asthma,Females,Sydney,2015/2016,111.3
Asthma,Females,Sydney,2016/2017,128.9
Asthma,Females,Sydney,2017/2018,108.7
Asthma,Females,Sydney,2018/2019,124
Asthma,Females,Sydney,2019/2020,116.8
Asthma,Females,Sydney,2020/2021,99.4
Asthma,Females,Sydney,2021/2022,86.8
Asthma,Females,South Western Sydney,2001/2002,158.5
Asthma,Females,South Western Sydney,2002/2003,140.8
Asthma,Females,South Western Sydney,2003/2004,138.8
Asthma,Females,South Western Sydney,2004/2005,142
Asthma,Females,South Western Sydney,2005/2006,138.1
Asthma,Females,South Western Sydney,2006/2007,164.9
Asthma,Females,South Western Sydney,2007/2008,161.1
Asthma,Females,South Western Sydney,2008/2009,157.5
Asthma,Females,South Western Sydney,2009/2010,178.9
Asthma,Females,South Western Sydney,2010/2011,155.3
Asthma,Females,South Western Sydney,2011/2012,187.2
Asthma,Females,South Western Sydney,2012/2013,167.1
Asthma,Females,South Western Sydney,2013/2014,171.4
Asthma,Females,South Western Sydney,2014/2015,183.6
Asthma,Females,South Western Sydney,2015/2016,165.6
Asthma,Females,South Western Sydney,2016/2017,184.5
Asthma,Females,South Western Sydney,2017/2018,177.3
Asthma,Females,South Western Sydney,2018/2019,168.3
Asthma,Females,South Western Sydney,2019/2020,143.8
Asthma,Females,South Western Sydney,2020/2021,104.8
Asthma,Females,South Western Sydney,2021/2022,98.9
Asthma,Females,South Eastern Sydney,2001/2002,146.1
Asthma,Females,South Eastern Sydney,2002/2003,130.5
Asthma,Females,South Eastern Sydney,2003/2004,123.9
Asthma,Females,South Eastern Sydney,2004/2005,148.7
Asthma,Females,South Eastern Sydney,2005/2006,152.1
Asthma,Females,South Eastern Sydney,2006/2007,137.7
Asthma,Females,South Eastern Sydney,2007/2008,153.6
Asthma,Females,South Eastern Sydney,2008/2009,140.6
Asthma,Females,South Eastern Sydney,2009/2010,157.3
Asthma,Females,South Eastern Sydney,2010/2011,118
Asthma,Females,South Eastern Sydney,2011/2012,139.1
Asthma,Females,South Eastern Sydney,2012/2013,125
Asthma,Females,South Eastern Sydney,2013/2014,142.4
Asthma,Females,South Eastern Sydney,2014/2015,127.6
Asthma,Females,South Eastern Sydney,2015/2016,121.2
Asthma,Females,South Eastern Sydney,2016/2017,114.4
Asthma,Females,South Eastern Sydney,2017/2018,107.6
Asthma,Females,South Eastern Sydney,2018/2019,124.5
Asthma,Females,South Eastern Sydney,2019/2020,105.6
Asthma,Females,South Eastern Sydney,2020/2021,75.3
Asthma,Females,South Eastern Sydney,2021/2022,81.3
Asthma,Females,Illawarra Shoalhaven,2001/2002,103.6
Asthma,Females,Illawarra Shoalhaven,2002/2003,121
Asthma,Females,Illawarra Shoalhaven,2003/2004,121.2
Asthma,Females,Illawarra Shoalhaven,2004/2005,131.4
Asthma,Females,Illawarra Shoalhaven,2005/2006,126.2
Asthma,Females,Illawarra Shoalhaven,2006/2007,148.1
Asthma,Females,Illawarra Shoalhaven,2007/2008,147.9
Asthma,Females,Illawarra Shoalhaven,2008/2009,139.9
Asthma,Females,Illawarra Shoalhaven,2009/2010,144.3
Asthma,Females,Illawarra Shoalhaven,2010/2011,146.2
Asthma,Females,Illawarra Shoalhaven,2011/2012,131.9
Asthma,Females,Illawarra Shoalhaven,2012/2013,111.9
Asthma,Females,Illawarra Shoalhaven,2013/2014,123.3
Asthma,Females,Illawarra Shoalhaven,2014/2015,128.8
Asthma,Females,Illawarra Shoalhaven,2015/2016,156.7
Asthma,Females,Illawarra Shoalhaven,2016/2017,155.7
Asthma,Females,Illawarra Shoalhaven,2017/2018,109.5
Asthma,Females,Illawarra Shoalhaven,2018/2019,115.7
Asthma,Females,Illawarra Shoalhaven,2019/2020,99.1
Asthma,Females,Illawarra Shoalhaven,2020/2021,72.9
Asthma,Females,Illawarra Shoalhaven,2021/2022,69.7
Asthma,Females,Western Sydney,2001/2002,135.7
Asthma,Females,Western Sydney,2002/2003,137.4
Asthma,Females,Western Sydney,2003/2004,116
Asthma,Females,Western Sydney,2004/2005,123
Asthma,Females,Western Sydney,2005/2006,113.5
Asthma,Females,Western Sydney,2006/2007,132.9
Asthma,Females,Western Sydney,2007/2008,152.9
Asthma,Females,Western Sydney,2008/2009,164.6
Asthma,Females,Western Sydney,2009/2010,166.7
Asthma,Females,Western Sydney,2010/2011,134.9
Asthma,Females,Western Sydney,2011/2012,164.9
Asthma,Females,Western Sydney,2012/2013,154.3
Asthma,Females,Western Sydney,2013/2014,180.9
Asthma,Females,Western Sydney,2014/2015,178.4
Asthma,Females,Western Sydney,2015/2016,186.6
Asthma,Females,Western Sydney,2016/2017,168.3
Asthma,Females,Western Sydney,2017/2018,170.6
Asthma,Females,Western Sydney,2018/2019,184.4
Asthma,Females,Western Sydney,2019/2020,161.8
Asthma,Females,Western Sydney,2020/2021,132.3
Asthma,Females,Western Sydney,2021/2022,106.8
Asthma,Females,Nepean Blue Mountains,2001/2002,156.1
Asthma,Females,Nepean Blue Mountains,2002/2003,140.8
Asthma,Females,Nepean Blue Mountains,2003/2004,133.2
Asthma,Females,Nepean Blue Mountains,2004/2005,168
Asthma,Females,Nepean Blue Mountains,2005/2006,172.2
Asthma,Females,Nepean Blue Mountains,2006/2007,180.8
Asthma,Females,Nepean Blue Mountains,2007/2008,178.8
Asthma,Females,Nepean Blue Mountains,2008/2009,176.7
Asthma,Females,Nepean Blue Mountains,2009/2010,189.9
Asthma,Females,Nepean Blue Mountains,2010/2011,150.2
Asthma,Females,Nepean Blue Mountains,2011/2012,156.1
Asthma,Females,Nepean Blue Mountains,2012/2013,160.4
Asthma,Females,Nepean Blue Mountains,2013/2014,174.8
Asthma,Females,Nepean Blue Mountains,2014/2015,188.8
Asthma,Females,Nepean Blue Mountains,2015/2016,186.8
Asthma,Females,Nepean Blue Mountains,2016/2017,181.8
Asthma,Females,Nepean Blue Mountains,2017/2018,161.5
Asthma,Females,Nepean Blue Mountains,2018/2019,197.8
Asthma,Females,Nepean Blue Mountains,2019/2020,138.1
Asthma,Females,Nepean Blue Mountains,2020/2021,119.1
Asthma,Females,Nepean Blue Mountains,2021/2022,113.1
Asthma,Females,Northern Sydney,2001/2002,110.2
Asthma,Females,Northern Sydney,2002/2003,92.7
Asthma,Females,Northern Sydney,2003/2004,91.7
Asthma,Females,Northern Sydney,2004/2005,114.5
Asthma,Females,Northern Sydney,2005/2006,102.7
Asthma,Females,Northern Sydney,2006/2007,114.5
Asthma,Females,Northern Sydney,2007/2008,104.9
Asthma,Females,Northern Sydney,2008/2009,111
Asthma,Females,Northern Sydney,2009/2010,109.8
Asthma,Females,Northern Sydney,2010/2011,98
Asthma,Females,Northern Sydney,2011/2012,113.3
Asthma,Females,Northern Sydney,2012/2013,122.5
Asthma,Females,Northern Sydney,2013/2014,135.1
Asthma,Females,Northern Sydney,2014/2015,111.2
Asthma,Females,Northern Sydney,2015/2016,117.3
Asthma,Females,Northern Sydney,2016/2017,124.4
Asthma,Females,Northern Sydney,2017/2018,100.3
Asthma,Females,Northern Sydney,2018/2019,116.3
Asthma,Females,Northern Sydney,2019/2020,95.9
Asthma,Females,Northern Sydney,2020/2021,74.5
Asthma,Females,Northern Sydney,2021/2022,61.7
Asthma,Females,Central Coast,2001/2002,211.5
Asthma,Females,Central Coast,2002/2003,166.1
Asthma,Females,Central Coast,2003/2004,156.2
Asthma,Females,Central Coast,2004/2005,145.3
Asthma,Females,Central Coast,2005/2006,141.5
Asthma,Females,Central Coast,2006/2007,142.8
Asthma,Females,Central Coast,2007/2008,155.8
Asthma,Females,Central Coast,2008/2009,151.8
Asthma,Females,Central Coast,2009/2010,161.5
Asthma,Females,Central Coast,2010/2011,131.2
Asthma,Females,Central Coast,2011/2012,131.7
Asthma,Females,Central Coast,2012/2013,155.2
Asthma,Females,Central Coast,2013/2014,149.6
Asthma,Females,Central Coast,2014/2015,182.2
Asthma,Females,Central Coast,2015/2016,185.2
Asthma,Females,Central Coast,2016/2017,176.7
Asthma,Females,Central Coast,2017/2018,154.4
Asthma,Females,Central Coast,2018/2019,144.6
Asthma,Females,Central Coast,2019/2020,131.7
Asthma,Females,Central Coast,2020/2021,81.1
Asthma,Females,Central Coast,2021/2022,76.1
Asthma,Females,Hunter New England,2001/2002,177
Asthma,Females,Hunter New England,2002/2003,169.6
Asthma,Females,Hunter New England,2003/2004,154.5
Asthma,Females,Hunter New England,2004/2005,164.6
Asthma,Females,Hunter New England,2005/2006,138.4
Asthma,Females,Hunter New England,2006/2007,165.6
Asthma,Females,Hunter New England,2007/2008,161.3
Asthma,Females,Hunter New England,2008/2009,153.7
Asthma,Females,Hunter New England,2009/2010,161.4
Asthma,Females,Hunter New England,2010/2011,133.1
Asthma,Females,Hunter New England,2011/2012,142
Asthma,Females,Hunter New England,2012/2013,148.3
Asthma,Females,Hunter New England,2013/2014,147.5
Asthma,Females,Hunter New England,2014/2015,146.7
Asthma,Females,Hunter New England,2015/2016,162.3
Asthma,Females,Hunter New England,2016/2017,184.6
Asthma,Females,Hunter New England,2017/2018,157.7
Asthma,Females,Hunter New England,2018/2019,167
Asthma,Females,Hunter New England,2019/2020,144.2
Asthma,Females,Hunter New England,2020/2021,110.6
Asthma,Females,Hunter New England,2021/2022,87.2
Asthma,Females,Northern NSW,2001/2002,222.6
Asthma,Females,Northern NSW,2002/2003,217.6
Asthma,Females,Northern NSW,2003/2004,217.8
Asthma,Females,Northern NSW,2004/2005,182.3
Asthma,Females,Northern NSW,2005/2006,203.2
Asthma,Females,Northern NSW,2006/2007,171.4
Asthma,Females,Northern NSW,2007/2008,184.1
Asthma,Females,Northern NSW,2008/2009,173.9
Asthma,Females,Northern NSW,2009/2010,192.8
Asthma,Females,Northern NSW,2010/2011,162
Asthma,Females,Northern NSW,2011/2012,151.9
Asthma,Females,Northern NSW,2012/2013,124.6
Asthma,Females,Northern NSW,2013/2014,153.8
Asthma,Females,Northern NSW,2014/2015,174.4
Asthma,Females,Northern NSW,2015/2016,186.3
Asthma,Females,Northern NSW,2016/2017,180.6
Asthma,Females,Northern NSW,2017/2018,180.8
Asthma,Females,Northern NSW,2018/2019,144.8
Asthma,Females,Northern NSW,2019/2020,109.4
Asthma,Females,Northern NSW,2020/2021,79.9
Asthma,Females,Northern NSW,2021/2022,81.5
Asthma,Females,Mid North Coast,2001/2002,179.7
Asthma,Females,Mid North Coast,2002/2003,175.8
Asthma,Females,Mid North Coast,2003/2004,183.1
Asthma,Females,Mid North Coast,2004/2005,201.6
Asthma,Females,Mid North Coast,2005/2006,178.6
Asthma,Females,Mid North Coast,2006/2007,180.9
Asthma,Females,Mid North Coast,2007/2008,178.8
Asthma,Females,Mid North Coast,2008/2009,147
Asthma,Females,Mid North Coast,2009/2010,129
Asthma,Females,Mid North Coast,2010/2011,166.5
Asthma,Females,Mid North Coast,2011/2012,180.8
Asthma,Females,Mid North Coast,2012/2013,157.7
Asthma,Females,Mid North Coast,2013/2014,205.6
Asthma,Females,Mid North Coast,2014/2015,168.5
Asthma,Females,Mid North Coast,2015/2016,136
Asthma,Females,Mid North Coast,2016/2017,179.2
Asthma,Females,Mid North Coast,2017/2018,137.7
Asthma,Females,Mid North Coast,2018/2019,150.6
Asthma,Females,Mid North Coast,2019/2020,120.5
Asthma,Females,Mid North Coast,2020/2021,80.5
Asthma,Females,Mid North Coast,2021/2022,64.2
Asthma,Females,Southern NSW,2001/2002,192.9
Asthma,Females,Southern NSW,2002/2003,143.9
Asthma,Females,Southern NSW,2003/2004,164.4
Asthma,Females,Southern NSW,2004/2005,171.4
Asthma,Females,Southern NSW,2005/2006,159.4
Asthma,Females,Southern NSW,2006/2007,145.1
Asthma,Females,Southern NSW,2007/2008,149.3
Asthma,Females,Southern NSW,2008/2009,158.2
Asthma,Females,Southern NSW,2009/2010,156.1
Asthma,Females,Southern NSW,2010/2011,134.3
Asthma,Females,Southern NSW,2011/2012,151.7
Asthma,Females,Southern NSW,2012/2013,138.9
Asthma,Females,Southern NSW,2013/2014,134.7
Asthma,Females,Southern NSW,2014/2015,122.4
Asthma,Females,Southern NSW,2015/2016,125.5
Asthma,Females,Southern NSW,2016/2017,129.3
Asthma,Females,Southern NSW,2017/2018,153
Asthma,Females,Southern NSW,2018/2019,144.9
Asthma,Females,Southern NSW,2019/2020,121.1
Asthma,Females,Southern NSW,2020/2021,93
Asthma,Females,Southern NSW,2021/2022,99.1
Asthma,Females,Murrumbidgee,2001/2002,267.9
Asthma,Females,Murrumbidgee,2002/2003,231
Asthma,Females,Murrumbidgee,2003/2004,262.2
Asthma,Females,Murrumbidgee,2004/2005,231.6
Asthma,Females,Murrumbidgee,2005/2006,235.3
Asthma,Females,Murrumbidgee,2006/2007,210.8
Asthma,Females,Murrumbidgee,2007/2008,191.5
Asthma,Females,Murrumbidgee,2008/2009,207.2
Asthma,Females,Murrumbidgee,2009/2010,193.4
Asthma,Females,Murrumbidgee,2010/2011,212.3
Asthma,Females,Murrumbidgee,2011/2012,213.1
Asthma,Females,Murrumbidgee,2012/2013,220.8
Asthma,Females,Murrumbidgee,2013/2014,261.7
Asthma,Females,Murrumbidgee,2014/2015,221
Asthma,Females,Murrumbidgee,2015/2016,193.9
Asthma,Females,Murrumbidgee,2016/2017,248.7
Asthma,Females,Murrumbidgee,2017/2018,226.9
Asthma,Females,Murrumbidgee,2018/2019,229.5
Asthma,Females,Murrumbidgee,2019/2020,179.1
Asthma,Females,Murrumbidgee,2020/2021,143.2
Asthma,Females,Murrumbidgee,2021/2022,191
Asthma,Females,Western NSW,2001/2002,309.5
Asthma,Females,Western NSW,2002/2003,257.7
Asthma,Females,Western NSW,2003/2004,276.2
Asthma,Females,Western NSW,2004/2005,207.8
Asthma,Females,Western NSW,2005/2006,278.2
Asthma,Females,Western NSW,2006/2007,205.8
Asthma,Females,Western NSW,2007/2008,205.6
Asthma,Females,Western NSW,2008/2009,163.5
Asthma,Females,Western NSW,2009/2010,159
Asthma,Females,Western NSW,2010/2011,189.5
Asthma,Females,Western NSW,2011/2012,163.5
Asthma,Females,Western NSW,2012/2013,156
Asthma,Females,Western NSW,2013/2014,133.6
Asthma,Females,Western NSW,2014/2015,144.2
Asthma,Females,Western NSW,2015/2016,134.8
Asthma,Females,Western NSW,2016/2017,144.2
Asthma,Females,Western NSW,2017/2018,125.3
Asthma,Females,Western NSW,2018/2019,124.6
Asthma,Females,Western NSW,2019/2020,157.3
Asthma,Females,Western NSW,2020/2021,86.9
