"Acute respiratory infection hospitalisations by Acute respiratory infection, Age (years), Sex and LHD",,,,,,,
Acute respiratory infection,Age (years),Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
Other acute respiratory infection,0-4 years,Males,Southern NSW LHD,Dec-13,"2,469.30","2,094.70","2,891.60"
Other acute respiratory infection,0-4 years,Males,Southern NSW LHD,13/14,"3,200.60","2,771.40","3,677.60"
Other acute respiratory infection,0-4 years,Males,Southern NSW LHD,14/15,"2,236.40","1,878.90","2,642.20"
Other acute respiratory infection,0-4 years,Males,Southern NSW LHD,15/16,"3,046.30","2,625.40","3,515.60"
Other acute respiratory infection,0-4 years,Males,Southern NSW LHD,16/17,"3,400.10","2,952.70","3,896.20"
Other acute respiratory infection,0-4 years,Males,Southern NSW LHD,17/18,"2,761.40","2,357.30","3,214.90"
Other acute respiratory infection,0-4 years,Males,Southern NSW LHD,18/19,"3,869.80","3,388.80","4,399.90"
Other acute respiratory infection,0-4 years,Males,Southern NSW LHD,19/20,"2,540.60","2,155.20","2,975.10"
Other acute respiratory infection,0-4 years,Males,Southern NSW LHD,20/21,"2,434.60","2,055.70","2,863.10"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,1-Feb,"4,395.70","3,966.50","4,858.80"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,2-Mar,"3,825.20","3,421.20","4,263.80"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,3-Apr,"3,816.90","3,409.50","4,259.60"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,4-May,"3,620.50","3,221.00","4,055.70"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,5-Jun,"4,524.20","4,073.70","5,010.90"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,6-Jul,"3,612.70","3,210.20","4,051.80"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,7-Aug,"4,034.30","3,608.80","4,496.10"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,8-Sep,"3,654.50","3,250.60","4,094.60"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,9-Oct,"3,932.90","3,513.10","4,389.10"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,10-Nov,"3,297.70","2,914.00","3,717.90"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,11-Dec,"3,973.30","3,551.20","4,431.90"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,Dec-13,"3,683.00","3,278.00","4,124.30"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,13/14,"3,761.80","3,352.00","4,207.70"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,14/15,"3,535.80","3,137.10","3,971.00"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,15/16,"3,424.60","3,033.20","3,852.60"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,16/17,"3,459.00","3,065.00","3,889.60"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,17/18,"4,449.50","3,996.80","4,939.50"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,18/19,"5,514.40","5,006.00","6,060.40"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,19/20,"3,524.30","3,120.70","3,965.60"
Other acute respiratory infection,0-4 years,Males,Murrumbidgee LHD,20/21,"3,881.30","3,455.20","4,345.50"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,1-Feb,"5,456.10","5,013.10","5,927.70"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,2-Mar,"4,608.60","4,197.50","5,049.20"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,3-Apr,"5,075.80","4,639.30","5,542.30"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,4-May,"3,728.80","3,353.50","4,134.60"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,5-Jun,"4,308.00","3,900.50","4,746.40"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,6-Jul,"3,693.80","3,317.40","4,101.10"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,7-Aug,"4,438.30","4,029.10","4,877.70"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,8-Sep,"3,373.10","3,021.50","3,754.40"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,9-Oct,"3,556.70","3,199.20","3,943.10"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,10-Nov,"3,088.10","2,756.40","3,448.60"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,11-Dec,"3,447.90","3,096.10","3,828.80"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,Dec-13,"3,647.30","3,284.60","4,039.10"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,13/14,"3,717.70","3,350.00","4,114.80"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,14/15,"3,593.30","3,230.70","3,985.50"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,15/16,"3,776.20","3,404.10","4,177.90"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,16/17,"3,974.30","3,591.00","4,387.30"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,17/18,"4,231.60","3,833.80","4,659.50"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,18/19,"5,617.10","5,156.50","6,107.70"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,19/20,"4,303.60","3,900.40","4,737.20"
Other acute respiratory infection,0-4 years,Males,Western NSW LHD,20/21,"3,184.50","2,836.00","3,564.10"
Other acute respiratory infection,0-4 years,Males,All LHDs,1-Feb,"2,801.80","2,732.60","2,872.20"
Other acute respiratory infection,0-4 years,Males,All LHDs,2-Mar,"2,415.20","2,350.90","2,480.80"
Other acute respiratory infection,0-4 years,Males,All LHDs,3-Apr,"2,579.90","2,513.30","2,647.70"
Other acute respiratory infection,0-4 years,Males,All LHDs,4-May,"2,387.50","2,323.30","2,452.90"
Other acute respiratory infection,0-4 years,Males,All LHDs,5-Jun,"2,558.60","2,492.40","2,626.10"
Other acute respiratory infection,0-4 years,Males,All LHDs,6-Jul,"2,609.30","2,542.90","2,677.00"
Other acute respiratory infection,0-4 years,Males,All LHDs,7-Aug,"2,915.40","2,846.20","2,985.90"
Other acute respiratory infection,0-4 years,Males,All LHDs,8-Sep,"2,589.30","2,524.90","2,654.90"
Other acute respiratory infection,0-4 years,Males,All LHDs,9-Oct,"2,601.60","2,537.70","2,666.80"
Other acute respiratory infection,0-4 years,Males,All LHDs,10-Nov,"2,607.80","2,544.00","2,672.80"
Other acute respiratory infection,0-4 years,Males,All LHDs,11-Dec,"2,757.00","2,691.60","2,823.60"
Other acute respiratory infection,0-4 years,Males,All LHDs,Dec-13,"2,741.60","2,677.00","2,807.30"
Other acute respiratory infection,0-4 years,Males,All LHDs,13/14,"2,909.50","2,843.20","2,976.80"
Other acute respiratory infection,0-4 years,Males,All LHDs,14/15,"2,857.20","2,791.90","2,923.70"
Other acute respiratory infection,0-4 years,Males,All LHDs,15/16,"2,838.00","2,773.10","2,904.00"
Other acute respiratory infection,0-4 years,Males,All LHDs,16/17,"2,957.10","2,891.10","3,024.20"
Other acute respiratory infection,0-4 years,Males,All LHDs,17/18,"3,155.10","3,086.80","3,224.50"
Other acute respiratory infection,0-4 years,Males,All LHDs,18/19,"3,531.30","3,458.90","3,604.80"
Other acute respiratory infection,0-4 years,Males,All LHDs,19/20,"2,688.50","2,625.30","2,752.70"
Other acute respiratory infection,0-4 years,Males,All LHDs,20/21,"2,849.90","2,784.30","2,916.60"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,1-Feb,"1,539.40","1,339.60","1,760.60"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,2-Mar,"1,515.50","1,317.90","1,734.30"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,3-Apr,"1,513.10","1,317.20","1,730.00"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,4-May,"1,417.90","1,230.00","1,626.40"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,5-Jun,"1,221.40","1,049.50","1,413.40"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,6-Jul,"1,346.10","1,169.00","1,542.50"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,7-Aug,"1,335.10","1,162.90","1,525.50"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,8-Sep,"1,267.30","1,103.20","1,449.00"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,9-Oct,"1,385.40","1,216.00","1,571.80"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,10-Nov,"1,497.70","1,322.50","1,689.70"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,11-Dec,"1,613.00","1,432.40","1,810.10"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,Dec-13,"1,668.80","1,487.30","1,866.30"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,13/14,"1,650.10","1,471.00","1,845.10"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,14/15,"1,466.60","1,298.10","1,651.00"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,15/16,"1,395.20","1,231.10","1,575.20"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,16/17,"1,664.30","1,485.30","1,859.00"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,17/18,"1,590.30","1,415.70","1,780.50"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,18/19,"1,836.80","1,648.30","2,040.90"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,19/20,"1,281.70","1,124.40","1,455.00"
Other acute respiratory infection,0-4 years,Females,Sydney LHD,20/21,"1,408.60","1,241.60","1,591.80"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,1-Feb,"1,778.10","1,629.20","1,936.90"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,2-Mar,"1,977.30","1,819.10","2,145.50"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,3-Apr,"2,010.10","1,849.70","2,180.70"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,4-May,"1,895.80","1,739.80","2,062.00"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,5-Jun,"2,088.70","1,925.70","2,261.80"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,6-Jul,"2,053.90","1,893.60","2,224.10"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,7-Aug,"2,368.80","2,197.60","2,549.70"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,8-Sep,"2,053.20","1,895.50","2,220.50"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,9-Oct,"2,254.10","2,090.00","2,427.70"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,10-Nov,"2,744.70","2,563.10","2,935.70"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,11-Dec,"3,134.70","2,940.60","3,338.40"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,Dec-13,"2,770.90","2,589.90","2,961.20"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,13/14,"2,843.60","2,662.00","3,034.30"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,14/15,"3,058.50","2,872.20","3,253.80"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,15/16,"2,970.70","2,789.50","3,160.60"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,16/17,"2,923.00","2,745.50","3,109.00"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,17/18,"3,396.90","3,206.90","3,595.20"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,18/19,"3,457.40","3,267.20","3,655.80"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,19/20,"2,539.60","2,377.90","2,709.50"
Other acute respiratory infection,0-4 years,Females,South Western Sydney LHD,20/21,"2,950.20","2,775.00","3,133.60"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,1-Feb,"1,064.70",930.4,"1,212.90"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,2-Mar,"1,136.30",997.7,"1,288.90"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,3-Apr,"1,100.20",964.1,"1,250.30"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,4-May,"1,102.90",966.6,"1,252.90"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,5-Jun,"1,299.90","1,152.10","1,461.40"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,6-Jul,"1,067.80",935.9,"1,213.10"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,7-Aug,"1,273.60","1,131.70","1,428.40"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,8-Sep,"1,120.20",989.4,"1,263.50"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,9-Oct,"1,395.50","1,250.70","1,552.50"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,10-Nov,"1,269.20","1,131.80","1,418.60"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,11-Dec,"1,329.00","1,189.20","1,480.60"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,Dec-13,"1,138.90","1,011.20","1,278.40"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,13/14,"1,336.10","1,198.10","1,485.70"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,14/15,"1,417.00","1,274.60","1,571.00"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,15/16,"1,324.50","1,186.80","1,473.70"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,16/17,"1,155.10","1,027.10","1,294.80"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,17/18,"1,274.80","1,139.80","1,421.50"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,18/19,"1,539.20","1,389.50","1,700.70"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,19/20,"1,135.10","1,006.00","1,276.10"
Other acute respiratory infection,0-4 years,Females,South Eastern Sydney LHD,20/21,"1,379.30","1,235.30","1,535.50"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,1-Feb,"1,204.10","1,009.60","1,425.20"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,2-Mar,"1,174.20",981.1,"1,394.30"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,3-Apr,"1,318.50","1,111.90","1,552.30"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,4-May,"1,461.30","1,241.60","1,708.60"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,5-Jun,"1,335.70","1,125.80","1,573.40"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,6-Jul,"1,540.40","1,315.60","1,792.50"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,7-Aug,"1,951.60","1,700.00","2,229.90"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,8-Sep,"1,560.50","1,338.50","1,808.80"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,9-Oct,"1,319.00","1,117.00","1,546.90"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,10-Nov,"1,335.30","1,132.10","1,564.50"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,11-Dec,"1,454.00","1,241.20","1,692.80"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,Dec-13,"1,417.80","1,208.50","1,652.90"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,13/14,"1,553.10","1,334.50","1,797.30"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,14/15,"1,500.20","1,286.20","1,739.70"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,15/16,"1,234.10","1,042.00","1,451.30"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,16/17,"1,312.00","1,114.20","1,534.80"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,17/18,"1,446.00","1,236.80","1,680.50"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,18/19,"1,795.50","1,560.80","2,055.40"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,19/20,"1,409.00","1,201.60","1,641.90"
Other acute respiratory infection,0-4 years,Females,Illawarra Shoalhaven LHD,20/21,"1,451.90","1,240.10","1,689.60"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,1-Feb,"1,553.80","1,404.70","1,714.40"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,2-Mar,"1,262.50","1,128.50","1,407.90"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,3-Apr,"1,310.00","1,174.10","1,457.40"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,4-May,"1,093.90",971,"1,228.10"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,5-Jun,"1,150.70","1,026.10","1,286.10"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,6-Jul,"1,415.80","1,279.30","1,562.90"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,7-Aug,"1,507.10","1,368.00","1,656.50"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,8-Sep,"1,528.30","1,390.30","1,676.20"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,9-Oct,"1,238.00","1,116.10","1,369.40"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,10-Nov,"1,487.50","1,355.10","1,629.30"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,11-Dec,"1,722.90","1,581.50","1,873.50"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,Dec-13,"1,702.00","1,563.50","1,849.60"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,13/14,"1,874.70","1,731.10","2,026.90"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,14/15,"2,151.80","1,999.70","2,312.30"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,15/16,"1,745.60","1,610.80","1,888.70"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,16/17,"1,894.10","1,755.50","2,040.70"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,17/18,"1,872.10","1,735.10","2,017.10"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,18/19,"2,174.70","2,026.80","2,330.60"
Other acute respiratory infection,0-4 years,Females,Western Sydney LHD,19/20,"1,725.80","1,594.30","1,865.30"
